Tick PD1 PD2 PD3
620	147	185	185
621	147	186	185
622	146	185	185
623	146	185	185
624	146	185	185
625	145	186	185
626	144	185	185
627	143	185	185
628	142	185	185
629	141	185	185
630	138	185	185
631	137	185	185
632	135	185	185
633	133	185	185
634	130	186	185
635	128	185	185
636	125	185	185
637	122	185	185
638	118	185	185
639	114	185	185
640	109	185	185
641	105	185	185
642	100	185	185
643	95	185	185
644	90	185	185
645	86	185	185
646	82	185	185
647	78	185	185
648	74	185	185
649	71	185	185
650	68	185	185
651	64	185	185
652	61	185	185
653	58	185	185
654	55	185	185
655	53	185	185
656	51	185	185
657	49	185	185
658	48	185	185
659	48	185	185
660	47	185	185
661	46	185	185
662	46	185	185
663	46	185	185
664	45	185	185
665	45	185	185
666	45	185	185
667	45	185	185
668	45	185	185
669	44	185	185
670	44	185	185
671	44	185	185
672	44	185	185
673	44	185	185
674	44	185	185
675	44	185	185
676	44	185	185
677	44	185	185
678	44	185	185
679	43	185	185
680	43	185	185
681	43	185	185
682	43	185	185
683	43	185	185
684	43	185	185
685	43	185	185
686	43	185	185
687	43	185	185
688	43	185	185
689	43	185	185
690	43	185	185
691	43	185	185
692	43	185	185
693	43	185	185
694	43	185	185
695	43	185	185
696	43	185	185
697	43	185	185
698	43	185	185
699	43	185	185
700	43	185	185
701	43	185	185
702	43	185	185
703	43	185	185
704	43	185	185
705	43	185	185
706	43	185	185
707	43	185	185
708	43	185	185
709	43	185	185
710	43	185	185
711	43	185	185
712	43	185	185
713	43	185	185
714	43	185	185
715	43	185	185
716	43	185	185
717	43	185	185
718	43	185	185
719	43	185	185
720	43	185	185
721	43	185	185
722	43	185	185
723	43	185	185
724	43	185	185
725	43	185	185
726	42	185	185
727	43	185	185
728	43	185	185
729	43	185	185
730	43	185	185
731	43	185	185
732	43	185	185
733	42	185	185
734	43	185	185
735	43	185	185
736	43	185	185
737	43	185	185
738	43	185	185
739	43	185	185
740	43	185	185
741	42	185	185
742	43	185	185
743	43	185	185
744	43	185	185
745	43	185	185
746	42	185	185
747	43	185	185
748	42	185	185
749	43	185	185
750	42	185	185
751	42	185	185
752	42	185	185
753	42	185	185
754	42	185	185
755	42	185	185
756	42	185	185
757	42	185	185
758	42	185	185
759	42	185	185
760	42	185	185
761	42	185	185
762	41	185	185
763	41	185	185
764	41	185	185
765	41	185	185
766	41	185	185
767	40	185	185
768	40	185	185
769	40	185	185
770	40	185	185
771	39	185	185
772	39	185	185
773	39	185	185
774	38	185	185
775	38	185	185
776	38	185	185
777	37	185	185
778	37	185	185
779	36	185	185
780	36	185	185
781	36	185	185
782	35	185	185
783	35	185	185
784	34	185	185
785	34	185	185
786	33	185	185
787	33	185	185
788	32	185	185
789	32	185	185
790	31	185	185
791	31	185	185
792	30	185	185
793	30	185	185
794	29	185	185
795	29	185	185
796	29	185	185
797	28	185	185
798	28	185	185
799	28	185	185
800	27	185	185
801	25	185	185
802	24	185	185
803	22	185	185
804	20	185	185
805	19	185	185
806	18	185	185
807	17	185	185
808	16	185	185
809	15	185	185
810	14	185	185
811	13	185	185
812	13	185	185
813	12	185	185
814	12	185	185
815	12	185	185
816	11	185	185
817	11	185	185
818	11	185	185
819	11	185	185
820	10	185	185
821	10	185	185
822	10	185	185
823	10	185	185
824	10	185	185
825	10	185	185
826	10	185	185
827	10	185	185
828	10	185	185
829	10	185	185
830	10	185	185
831	10	185	185
832	10	185	185
833	10	185	185
834	10	185	185
835	10	185	185
836	10	185	185
837	10	185	185
838	10	185	185
839	10	185	185
840	10	185	185
841	10	185	185
842	10	185	185
843	10	185	185
844	10	185	185
845	10	185	185
846	10	185	185
847	10	185	185
848	10	185	185
849	10	185	185
850	10	185	185
851	10	185	185
852	10	185	185
853	10	185	185
854	10	185	185
855	10	185	185
856	10	185	185
857	10	185	185
858	10	185	185
859	10	185	185
860	10	185	185
861	10	185	185
862	10	185	185
863	10	185	185
864	10	185	185
865	10	185	185
866	10	185	185
867	10	185	185
868	10	185	185
869	11	185	185
870	11	185	185
871	11	185	185
872	11	185	185
873	11	185	185
874	11	185	185
875	11	185	185
876	11	185	185
877	12	185	185
878	12	185	185
879	12	185	185
880	12	185	185
881	12	185	185
882	13	185	185
883	13	185	185
884	13	185	185
885	13	185	185
886	14	185	185
887	14	185	185
888	14	185	185
889	15	185	185
890	15	185	185
891	15	185	185
892	16	185	185
893	16	184	185
894	17	185	185
895	18	185	185
896	19	185	185
897	21	185	185
898	22	185	185
899	24	185	185
900	25	185	185
901	27	185	185
902	29	185	185
903	31	185	185
904	33	185	185
905	35	185	185
906	37	185	185
907	40	185	185
908	42	185	185
909	44	185	185
910	47	185	185
911	49	185	185
912	51	185	185
913	53	185	185
